,A,B,C,D,E,F
0,1.8899597051289583,-0.6685917797464478,2.0,-0.5010687926622083,-1.594619254547576,0.4315459936185988
1,2.0556152878285925,0.6848544662512656,2.0,-1.0248808241354164,-3.0624578255569794,-0.02457067716274164
2,4.392794635557284,1.812185790535558,2.0,-1.2261480729304313,-1.5003942213480814,0.00037014788163625134
3,1.8109488061857837,-2.8763895775467816,2.0,-1.2799559778875413,-0.4732947921978887,-0.47108121701408845
4,2.9817880007671063,0.2532863603427392,2.0,-2.7874023796395955,-2.6575534749211083,-1.6031058045004318
5,3.2711713380392373,0.9655266015843529,2.0,-2.542214996366779,-2.12910132863024,-0.7105500293056369
6,3.0737575080272137,-1.1724522860608266,2.0,2.077756388071012,-3.1832227723396995,-1.182737264245431
7,3.2494894313896956,-1.9360597803876491,2.0,0.9766450001104452,-3.802536168189531,0.2833844681697344
8,2.0720129494348067,-0.495736250025131,2.0,0.7751616114885315,-1.0655403252077316,0.48234014935861896
9,3.2065713595317167,0.7712497441750142,2.0,-0.7226899267236669,-2.7493944225496048,-0.14046856858596035
10,2.0952046363178187,0.48687885350801186,2.0,-0.8671097159248551,-3.5313170388277704,0.32883885107536504
11,1.6010388057295202,0.7492624900458573,2.0,-3.9285287104596476,-0.8539523687956352,-1.820013308919008
12,0.7304560885533813,2.4025618787328904,2.0,-3.2823522887308796,-0.3311912666103751,-1.9800625646030274
13,1.9657348886321493,0.142716836429843,2.0,-1.889593873827884,-1.456667590086368,-0.4191802386506019
14,2.826154798377296,0.5278734755475634,2.0,1.138606838358581,-0.09666266520873146,-0.5254764982616658
15,4.147751534786665,0.2901241436848653,2.0,2.430223923695068,-3.448532142893594,-1.0017455727798137
16,2.046807155880537,-0.4691705142408117,2.0,-0.2144165673985272,-2.742054138927302,0.46845562039822064
17,2.0875767866887647,0.18930746224743045,2.0,-0.4751458739281207,-3.743332388603558,0.7847570611982331
18,2.1816307549168834,-1.1871802637638673,2.0,-0.49577376834035897,-0.4898459301175899,-0.07895672461704695
19,1.856723724084667,-1.105921545875213,2.0,-2.8711151595358784,-2.955989306968765,-2.0707006108485344
20,1.7719771662325878,-1.6862143639074196,2.0,-1.62152370341972,-1.0403894736817452,-0.828166596908561
21,1.3658975833074734,1.6478044158152019,2.0,-0.607945999779957,-4.284100309260827,0.7859297539626451
22,1.7425298572196868,-0.966837008191888,2.0,-0.4325031530035085,-1.5918144734033721,0.16272768873607846
23,1.4572075254617816,2.055233226437285,2.0,-0.5472156908962944,-4.020565491606734,-0.3587476287156365
24,2.169503300327193,0.6899209971495917,2.0,-0.5471327478807578,-3.9590613858633112,1.0271855281496534
25,1.9818984829959743,-0.07071408206312269,2.0,-0.7877421063797808,-2.20264115382948,0.5393415561086314
26,2.9510753036692847,0.06774701722514664,2.0,0.4623388105942221,-0.8471744463435633,-0.05268224680001621
27,1.993605368548955,0.06155833077020989,2.0,0.12064150618323488,-4.849145330332561,0.8296542593842231
28,2.0139865619561417,0.6409326919729044,2.0,0.76147832492737,1.2896609285417817,-0.23131125185324275
29,2.9999621423616807,1.9823586802872128,2.0,-2.441879910521204,-1.663506402945294,-1.3794205060514848
30,1.812687388516449,1.2241055030273722,2.0,-1.4995644698682116,-2.8128514541203486,-0.44283175391765656
31,2.0438353849705813,-0.33489911641087267,2.0,-0.5187691298472574,-2.4508864617663284,0.6394308249422613
32,2.1141985968488886,-1.427559311241148,2.0,-0.33919595177683076,-0.5275401195864327,0.3673786671980017
33,3.064196308706036,0.4554489952716775,2.0,3.2046149216939463,-3.766683432474637,-1.243590424908924
34,1.9835809873171695,1.3987485319634885,2.0,-1.9940760987904542,-2.2102308942166675,-1.1568312091771145
35,1.929577992145097,0.46239977434312246,2.0,-0.9340415744236895,-2.0248006304724466,0.17589661472017892
36,2.850313876899951,-0.40868000313772945,2.0,-1.1899598544095493,-2.0683903253296547,-0.3648067123355106
37,3.8586315389104504,-1.1663399645748853,2.0,-1.673317575602057,-2.4571059455730313,0.10836290423706717
38,1.9895185116791734,-0.09497111366501776,2.0,1.3481196347023923,-1.1473923776053256,0.18143206974039702
39,3.961333043429079,-0.6996698119597904,2.0,-0.09005362155580798,-3.039518097025404,0.48118104291984065
40,3.014632959065897,0.08965428901181727,2.0,-1.2098337768079386,-1.7673941857680058,-0.07206077898449681
41,1.5438352246947977,1.223706602558981,2.0,-1.5257216261350741,-0.10285027668838387,0.032921507683786995
42,3.2375233826583525,0.9127085248486804,2.0,-1.983138231813736,-2.528667695046017,-0.16325265329994032
43,4.484473673234172,-1.6886636234592816,2.0,-1.0483980846924421,-0.5744011069974289,0.9528560903014291
44,2.7558517983798207,2.321162626967387,2.0,-1.6620540244476705,-3.1521312725988095,-0.7672150424347803
45,2.0043756447902124,0.014619609411348877,2.0,-0.9298445019090895,-0.422199173674239,0.8668834156542049
46,1.8505012749962098,1.8026922099847922,2.0,-2.199288241518481,-0.8102276992582425,-1.099832469320329
47,2.049827491493898,0.4913793380287797,2.0,-0.3521071265203637,-1.0401986307604965,0.2176577753335296
48,2.2432693841720472,1.3631084395360649,2.0,-2.1607242381274587,-1.9592853357707627,-0.0662916365913655
49,1.691276753124824,2.4037574070417054,2.0,-3.5038513927136554,-2.630928410539083,-1.6413836876186954
50,1.962317897723709,0.15805158097166205,2.0,0.31745239644092815,-5.034268382973364,-0.1566828719554808
51,3.904647038112418,1.84557297325074,2.0,-1.1669004010677235,-0.8653919118582942,-0.4948923987462335
52,3.114404408599718,-1.1582634490474988,2.0,-1.1769007732452692,-2.4773806970581194,-0.49323692814291065
53,2.834577351923917,0.5734893699319202,2.0,-1.8278519380934828,-0.8647005665983205,-0.4809398881456724
54,3.0012064312196727,-0.0076377468953168215,2.0,-1.6319312378205244,-1.6035724980840227,-0.5859312604158988
55,2.9512471046480706,-0.51606376107076,2.0,1.467113370773517,-2.8084377830731806,-0.5541095287657558
56,3.188977436754345,-0.6372592455595554,2.0,-0.20383203975798675,-3.384535486365056,0.7381764124864906
57,2.970226939282944,0.22411128073270958,2.0,0.7706817722874795,-3.1451300744178203,-0.4574479175563134
58,1.8405532803725497,1.1551942890093085,2.0,-0.812764322330572,-1.6425230118156608,0.8209645302871957
59,2.1351701053123655,0.6724544666409978,2.0,0.5383906488280633,-1.4635894087020453,-0.17290918999533456
60,3.0057616130037252,0.06605116190277127,2.0,0.6217572350698851,-3.7367398344376035,0.09079244018638788
61,3.902825859001827,0.47512875643474367,2.0,1.0646617405888457,0.07326340295876621,0.5837140483640393
62,1.9037281435476792,0.5026779926441018,2.0,0.6711974511212593,-0.5815114389062508,0.9023535953526497
63,3.791444721257009,1.683281248714999,2.0,0.792579297897156,-4.432272184161201,0.13446832810858056
64,3.011381101621226,0.5028561483855154,2.0,1.5400520665460726,-2.780763473332393,-0.20308523979695672
65,2.9566215868683106,0.22805622969414774,2.0,-2.341072453426597,-1.5362737872494567,-1.0746014997870903
66,1.811582564514921,-3.9099120208901685,2.0,0.5827362427395566,-2.056897043401565,0.5167077822940399
67,4.041663400860076,0.35287625329377303,2.0,0.2513148639622944,-3.6945067177450666,-0.6381809555950073
68,1.9960541391101885,-2.1973439349064954,2.0,1.2567735110479048,-4.150530966729031,-0.2471191521486214
69,3.0645900304556295,0.4990839640118506,2.0,-2.0294543649930707,0.05267116221013435,-1.0715255104818067
70,1.9445123570808907,0.3406017074907206,2.0,-1.5431948974880425,-1.1250176896923052,0.2979621494888696
71,3.776324196271843,-0.73708447110606,2.0,0.2504473726728402,-0.7455555284160442,0.34644878497485176
72,2.2548723114255558,0.9525140938642743,2.0,1.657791888904373,-2.813271748036389,-1.001865834687177
73,2.2207787487782595,0.5802693213679913,2.0,-2.102351146493636,-0.7874871437004096,-0.38299586288130805
74,2.1392434985735265,1.3671400111347913,2.0,-1.6002156850023903,-1.766331401754294,-0.36491756357338856
75,4.0908018585583275,0.6425439351500638,2.0,-0.9752820521440818,-3.2880985438370125,-0.35394910333825447
76,1.4920741648633662,1.1748213396267455,2.0,-1.5215495093136522,-0.968394139971605,-0.9124047634005598
77,2.0523390667067316,-0.14377979644461658,2.0,-0.23303385543362343,-1.673228572210022,1.0658780929711624
78,3.1102083793356603,0.18551520363026974,2.0,-2.560596776664439,-2.719847665558424,-1.218386588097656
79,2.0003737985442642,0.1499006710816232,2.0,-1.0702179773338008,-3.0293694091005743,-0.049647179088420146
