,A,B,C,D,E,F
0,2.0,1.442203540184762,1.7546842495797756,-1.0072597748094707,-0.8073257395288519,0.3836527745246714
1,2.0,0.34787323709082796,0.34031127235838277,-0.14112875530084862,-1.6274590929249475,0.33265883591856116
2,2.0,0.9835112208581301,-0.4901991213198247,-0.3405532574979723,-0.11345658084180399,1.0543133687034318
3,2.0,0.7801544776936604,0.40334598596495175,3.20337681772516,1.4356604022915025,-1.5698131431062878
4,2.0,0.20578331520034643,1.9936893827200195,0.34145367658310877,-2.295935142860309,0.12485482921310309
5,2.0,-3.5966639532434193,2.294321756461077,0.4559517806186091,-2.300958043118579,-0.25685637113960447
6,2.0,-1.8767303310332029,2.5799943069634654,-0.7538233948042317,-2.3568684852296995,-0.23521550285112347
7,2.0,1.590280676726398,-1.392094955431877,-2.1249139253575136,3.488298102085204,-0.6780692166243033
8,2.0,0.7649913426799867,0.6408280421382809,-1.168607287144505,-0.5795640901980299,0.1328342742521995
9,2.0,-0.0777150369110855,0.3184886043986367,0.8306849843177073,-1.2158897383200866,-1.0891502293557245
10,2.0,0.8032482947134206,-0.2965477895321418,-0.20329001198676816,1.0733171687246097,1.1355530984710436
11,2.0,2.3157806593220127,2.566876358240004,-3.698556494264087,-0.9528949454925688,-1.7205771170806337
12,2.0,0.7005376888165658,0.6109229129231145,-0.8696664642142524,0.1675476868402006,0.5562943997788156
13,2.0,-0.48101367943476026,1.4736707239386602,-2.5108972193623833,-1.988551727050458,-1.553168127158545
14,2.0,-3.7079832271920394,2.6052573551567475,-1.4588188897674101,-2.344896723609939,-0.7302527627599159
15,2.0,-0.8703929007088884,1.6779137953067096,1.1713966111909149,-3.845447396634104,-1.0129389726073317
16,2.0,-1.3795016622318328,1.3473267046258282,-0.8257224613715227,-1.217605229122844,0.5433391378077475
17,2.0,2.1897655113710837,-0.7404857857128055,0.6054784099659927,1.917168602091723,0.6180919801303413
18,2.0,0.8593793676193643,0.330343389120612,-4.260174520165446,-1.3019384583317897,-1.0515933834357043
